cut,segment,exposure,deaths,e_deaths,a_amount,e_amount,lapse_exposure,lapses,e_lapses,ae_deaths,ae_deaths_lo,ae_deaths_hi,ae_amount,ae_amount_lo,ae_amount_hi,ae_lapses,ae_lapses_lo,ae_lapses_hi
t_channel,PY1 broker,35135,7,12.187845736154737,2670000.0,3702774.8575280537,35128,2821,2107.68,0.5743426813513722,0.14886366873936352,0.9998216939633809,0.7210808387584421,0.10209398440850359,1.3400676931083806,1.3384384726334169,1.2890468902664856,1.3878300550003482
t_channel,PY1 direct,14865,5,5.17932366493227,1369000.0,1574976.956627427,14860,868,891.6,0.9653770112599025,0.11918675179155547,1.8115672707282495,0.8692190665008235,-0.08135215006420726,1.819790283065854,0.9735307312696276,0.908764910428878,1.0382965521103773
t_channel,PY2 broker,32307,20,15.470972304496014,5671381.532593641,4616051.508379009,32287,3826,2905.83,1.2927435720499485,0.7261737211523505,1.8593134229475465,1.2286218042192572,0.6795697189803531,1.7776738894581612,1.3166633973769972,1.2749420475325581,1.3583847472214363
t_channel,PY2 direct,13992,9,6.718057286632802,2529407.389098329,2003748.205119635,13983,1106,1258.47,1.3396730060500786,0.4644199754306939,2.214926036669463,1.2623379437773765,0.42799186680925483,2.0966840207454984,0.8788449466415568,0.8270495971605216,0.9306402961225919
t_channel,PY3 broker,28461,22,17.498198868175514,5554253.5259293,5114993.475725534,28439,3031,2275.12,1.2572722578900417,0.7318916196591041,1.7826528961209793,1.0858769521971794,0.5696052536188213,1.6021486507755376,1.3322374204437568,1.2848083370852323,1.3796665038022813
t_channel,PY3 direct,12877,12,7.959696360104726,3490694.772605851,2326375.019073479,12865,972,1029.2,1.507595196739655,0.654592913926361,2.360597479552949,1.500486698828155,0.7341522765096408,2.2668211211466693,0.944422852701127,0.88504979353767,1.003795911864584
